?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHEBI_4034>	"A carboxylic ester obtained by formal condensation between 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid and (4-fluoro-3-phenoxyphenyl)(hydroxy)acetonitrile."	"Patent:US4218469 Patent:US4287208 Drug_Central:4407 KEGG:D07761 Beilstein:2788149 KEGG:C10982 PPDB:192 PMID:17912691 PMID:18383791 Reaxys:2788149 Patent:DE2709264 CAS:68359-37-5"
<http://purl.obolibrary.org/obo/ECTO_7000057>	"A exposure event involving the interaction of an exposure receptor to liquefied petroleum gas."	
<http://purl.obolibrary.org/obo/ENVO_01001357>	"A landform which has been rendered barren or partially barren by environmental extremes, especially by low rainfall."	
<http://purl.obolibrary.org/obo/GO_0005635>	"The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space)."	"Wikipedia:Nuclear_envelope"
<http://purl.obolibrary.org/obo/CHEBI_137980>	"An atom of an element that exhibits properties that are between those of metals and nonmetals, or that has a mixture of them. The term generally includes boron, silicon, germanium, arsenic, antimony, and tellurium, while carbon, aluminium, selenium, polonium, and astatine are less commonly included."	"Wikipedia:Metalloid"
<http://purl.obolibrary.org/obo/CHEBI_30501>	"Alkaline earth metal atom with atomic number 4."	"PMID:11897645 PMID:24912188 Gmelin:16265 WebElements:Be PMID:16951350 PMID:10858219 PMID:14643414 CAS:7440-41-7 PMID:18768897 PMID:18250483 Reaxys:14617151"
<http://purl.obolibrary.org/obo/ENVO_01001698>	"A weather front which separates air masses of tropical and polar origin."@en	
<http://purl.obolibrary.org/obo/NPO_1734>		
<http://purl.obolibrary.org/obo/CHEBI_4672>	"A tetracyclic diterpenoid that is paclitaxel with the N-benzyloxycarbonyl group replaced by N-tert-butoxycarbonyl, and the acetoxy group at position 10 replaced by a hydroxy group."	"CAS:114977-28-5 Wikipedia:Docetaxel PDBeChem:TXL KEGG:C11231 DrugBank:DB01248 Patent:US4814470 KEGG:D07866 Patent:EP253738 Beilstein:4290183"
<http://purl.obolibrary.org/obo/ENVO_01001090>	"A process during which microscopic solid particulates are formed from gaseous materials in an atmosphere."	
<http://purl.obolibrary.org/obo/FOODON_03309973>		"SUBSET_SIREN:F9973"
<http://purl.obolibrary.org/obo/CHEBI_38826>		"Gmelin:614859 CAS:307-34-6 Beilstein:1717142"
<http://purl.obolibrary.org/obo/ECTO_9000905>		
<http://purl.obolibrary.org/obo/FOODON_03309840>		"SUBSET_SIREN:F9840"
<http://purl.obolibrary.org/obo/ENVO_01000800>	"A planet is an astronomical body orbiting a star or stellar remnant that is massive enough to be rounded by its own gravity, is not massive enough to cause thermonuclear fusion, and has cleared its neighbouring region of planetesimals."	
<http://purl.obolibrary.org/obo/CHEBI_25016>		"KEGG:C06696 WebElements:Pb"
<http://purl.obolibrary.org/obo/ECTO_7000069>	"A exposure event involving the interaction of an exposure receptor to organic material."	
<http://purl.obolibrary.org/obo/ENVO_09200001>	"The temperature of some air."	
<http://purl.obolibrary.org/obo/FOODON_00001330>	"Fermented vegetable"@en	
<http://purl.obolibrary.org/obo/CHEBI_47622>	"Any carboxylic ester where the carboxylic acid component is acetic acid."	"Wikipedia:Acetate#Esters KEGG:C01883"
<http://purl.obolibrary.org/obo/ECTO_9000332>	"An exposure to amitrole."	
<http://purl.obolibrary.org/obo/ECTO_9001448>	"An exposure to germane."	
<http://purl.obolibrary.org/obo/ECTO_9000331>	"An exposure to 1,4-dithiothreitol."	
<http://purl.obolibrary.org/obo/ECTO_9000202>	"An exposure to purines."	
<http://purl.obolibrary.org/obo/ENVO_00002221>	"A building in which a business presents a selection of goods and offers to trade or sell them to customers for money or other goods."	"https://en.wikipedia.org/wiki/Shopping"
<http://purl.obolibrary.org/obo/FOODON_00001699>		
<http://purl.obolibrary.org/obo/CHEBI_64302>	"An organic nitrogen anion formed from cyanamide by loss of its two protons."	
<http://purl.obolibrary.org/obo/CHEBI_23778>	"Any member of the class of  hydroxybenzoic acids carrying  two phenolic hydroxy groups on the benzene ring and its derivatives."	
<http://purl.obolibrary.org/obo/ECTO_9001722>	"An exposure to analgesic."	
<http://purl.obolibrary.org/obo/FOODON_03412115>	"Echinoderm is the common name given to any member of the phylum *Echinodermata* of marine animals. The adults are recognizable by their (usually five-point) radial symmetry, and include such well-known animals as sea stars, sea urchins, sand dollars, and sea cucumbers, as well as the sea lilies or \"stone lilies\". [https://en.wikipedia.org/wiki/Echinoderm]"@en	"EC:No 1637/2001 ECH http://www.langual.org/langual_thesaurus.asp?termid=B2115 FAO ASFIS:ECH"
<http://purl.obolibrary.org/obo/ECTO_2000049>	"An exposure to Cholangiography."	
<http://purl.obolibrary.org/obo/CHEBI_34692>	"A tertiary alcohol that is DDT in which the benzylic hydrogen has been replaced by a hydroxy group."	"Beilstein:1886299 CAS:115-32-2 KEGG:C14301 PPDB:223"
<http://purl.obolibrary.org/obo/NCBITaxon_4668>		
<http://purl.obolibrary.org/obo/CHEBI_75722>	"A tertiary alcohol that is cyclohexanol substituted at positions 1 and 2 by 3-methoxyphenyl and dimethylaminomethyl groups respectively."	"CAS:2914-77-4"
<http://purl.obolibrary.org/obo/GO_0044085>	"A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component."	
<http://purl.obolibrary.org/obo/CHEBI_24472>	"A compound derived from a hydrocarbon by replacing a hydrogen atom with a halogen atom."	
<http://purl.obolibrary.org/obo/FOODON_03411406>	"Cabbage or headed cabbage (comprising several cultivars of Brassica oleracea) is a leafy blue, red (purple), or white (pale blue) biennial plant grown as an annual vegetable crop for its dense-leaved heads."@en	"PLANTS:BROL http://www.langual.org/langual_thesaurus.asp?termid=B1406 ITIS:23062 http://purl.obolibrary.org/obo/NCBITaxon_3712 ITIS:526963 http://eol.org/pages/583899 GRIN:7668"
<http://purl.obolibrary.org/obo/CDNO_0200626>	"The concentration of organic sulfate when measured in some material entity."	
<http://purl.obolibrary.org/obo/CHEBI_83454>	"A monocarboxylic acid that is 3,5-dioxocyclohexanecarboxylic acid substituted by a cyclopropyl(hydroxy)methylidene group at position 4. It is a metabolite of the plant growth regulator trinexapac-ethyl."	"Reaxys:11657039 CAS:104273-73-6 Pesticides:trinexapac PMID:13129284 CAS:143294-89-7"
<http://purl.obolibrary.org/obo/CHEBI_38825>		"Gmelin:2016 Beilstein:1697288 CAS:75-73-0"
<http://purl.obolibrary.org/obo/CHEBI_957>	"A dinitrotoluene carrying nitro substituents at positions 2 and 6."	"KEGG:C11008 Reaxys:2052046 Beilstein:2052046 CAS:606-20-2 PMID:22155124 MetaCyc:CPD-9133"
<http://purl.obolibrary.org/obo/ECTO_9000965>	"An exposure to acrylic acid."	
<http://purl.obolibrary.org/obo/ECTO_9000165>	"An exposure to glucose."	
<http://purl.obolibrary.org/obo/FOODON_00002684>	"Mustard greens are leaves from a mustard plant"@en	
<http://purl.obolibrary.org/obo/CHEBI_2665>	"A tertiary amino compound that is 1,3,5-triazapenta-1,4-diene substituted by a methyl group at position 3 and 2,4-dimethylphenyl groups at positions 1 and 5."	"PMID:10885999 PPDB:30 Wikipedia:Amitraz CAS:33089-61-1 Beilstein:2946590 KEGG:D02380 Reaxys:2946590 VSDB:30 PMID:15822764 Pesticides:amitraz PMID:25053051 PMID:24288053 KEGG:C10995"
<http://purl.obolibrary.org/obo/ECTO_7000077>	"A exposure event involving the interaction of an exposure receptor to fecal material."	
<http://purl.obolibrary.org/obo/NPO_1731>		
<http://purl.obolibrary.org/obo/ECTO_0080002>	"An exposure to chlorpyrifos mixed in apple (whole) via ingestion."	
<http://purl.obolibrary.org/obo/FOODON_00003577>	"A pepo fruit of a cantaloupe plant (Cucumis melo var. cantalupo)."@en	
<http://purl.obolibrary.org/obo/CHEBI_73080>	"Any organic amino compound that has an amino group and a hydroxy group attached to the same carbon atom. Hemiaminals are intermediates in the formation of imines by addition of an amine to an aldehyde or ketone; those derived from primary amines are particularly unstable."	"Wikipedia:Hemiaminal"
<http://purl.obolibrary.org/obo/ENVO_01001084>	"A process during which microscopic solid or liquid objects are formed."	
<http://purl.obolibrary.org/obo/CHEBI_37624>		"Beilstein:1724626 CAS:921-60-8"
<http://purl.obolibrary.org/obo/FOODON_03460248>		"http://www.langual.org/langual_thesaurus.asp?termid=H0248"
<http://purl.obolibrary.org/obo/ECTO_6000010>	"An exposure event involving Social Networking"	
<http://purl.obolibrary.org/obo/ECTO_9000964>	"An exposure to acrolein."	
<http://purl.obolibrary.org/obo/CHEBI_23123>	"A haloacetate(1-) resulting from the deprotonation of the carboxy group of chloroacetic acid."	"UM-BBD_compID:c0007 CAS:14526-03-5 MetaCyc:CHLOROACETIC-ACID Reaxys:1903575"
<http://purl.obolibrary.org/obo/FOODON_03414302>	"*Allium* is a genus of monocotyledonous flowering plants that includes hundreds of species, including the cultivated onion, garlic, scallion, shallot, leek, and chives. [https://en.wikipedia.org/wiki/Allium]"@en	"http://www.langual.org/langual_thesaurus.asp?termid=B4302 http://eol.org/pages/8187"
<http://purl.obolibrary.org/obo/CHEBI_24669>	"Any carboxylic acid with at least one hydroxy group."	
<http://purl.obolibrary.org/obo/CHEBI_83521>	"A racemate composed of equimolar amounts of (R)- and (S)-sebuthylazine. It is an agrochemical used as a herbicide."	"PMID:19288539 Reaxys:650331 PMID:24141237 CAS:7286-69-3 Pesticides:sebuthylazine PMID:24696214 PMID:10817363 PMID:12487314"
<http://purl.obolibrary.org/obo/CHEBI_38954>	"An organic sulfide that is diphenyl sulfide in which the hydrogen at the para position of each of the phenyl groups has been replaced by a (dimethoxyphosphorothioyl)oxy group."	"Pesticides:temephos VSDB:618 KEGG:D06062 PPDB:618 KEGG:C18809 PMID:27180726 CAS:3383-96-8 PMID:27419140 Beilstein:1896901 LINCS:LSM-3148"
<http://purl.obolibrary.org/obo/ECTO_9000743>	"An exposure to ibuprofen."	
<http://purl.obolibrary.org/obo/PO_0009010>	"A multi-tissue plant structure (PO:0025496) that develops from a plant ovule (PO:0020003) and has as parts a plant embryo (PO:0009009) enclosed in a seed coat (PO:0009088)."	"PO_GIT:405"
<http://purl.obolibrary.org/obo/CHEBI_15355>	"Actylcholine is an ester of acetic acid and choline, which acts as a neurotransmitter."	"PMID:15361288 Beilstein:1764436 PMID:18050502 PMID:20963497 PMID:21130809 Drug_Central:65 PMID:21246223 LINCS:LSM-5888 PMID:19255787 PMID:21601579 PMID:18407448 PMID:15231705 PMID:14764638 CAS:51-84-3 PMID:15014918 Gmelin:326108 PMID:21545631 Wikipedia:Acetylcholine PDBeChem:ACH DrugBank:DB03128 KEGG:C01996"
<http://purl.obolibrary.org/obo/CHEBI_50905>	"A role played by a chemical compound  in biological systems with adverse consequences in embryo developments, leading to birth defects, embryo death or altered development, growth retardation and functional defect."	
<http://purl.obolibrary.org/obo/ECTO_9001698>	"An exposure to avicide."	
<http://purl.obolibrary.org/obo/ECTO_9001689>	"An exposure to water-soluble vitamin (role)."	
<http://purl.obolibrary.org/obo/CHEBI_38957>		"CAS:2664-63-3 Beilstein:2050739"
<http://purl.obolibrary.org/obo/ENVO_01000297>	"A river where fresh water flows."	
<http://purl.obolibrary.org/obo/CHEBI_33558>	"An amino-acid anion obtained by deprotonation of any alpha-amino acid."	
<http://purl.obolibrary.org/obo/CHEBI_76775>	"An EC 3.1.* (ester hydrolase) inhibitor that interferes with the action of any phosphoric monoester hydrolase (EC 3.1.3.*)."	
<http://purl.obolibrary.org/obo/FOODON_03317288>		"SUBSET_SIREN:F17288"
<http://purl.obolibrary.org/obo/ECTO_0070116>	"An exposure to bagel via ingestion."	
<http://purl.obolibrary.org/obo/NPO_1732>		
<http://purl.obolibrary.org/obo/PATO_0001655>	"A concentration quality inhering in a bearer by virtue of the bearer's amount of osmoles of solute per liter of solution."	
<http://purl.obolibrary.org/obo/FOODON_03304468>		"SUBSET_SIREN:F4468"
<http://purl.obolibrary.org/obo/ECTO_9000650>	"An exposure to cetirizine."	
<http://purl.obolibrary.org/obo/CHEBI_39189>		
<http://purl.obolibrary.org/obo/CHEBI_39056>		
<http://purl.obolibrary.org/obo/GO_0044877>	"Binding to a macromolecular complex."	
<http://purl.obolibrary.org/obo/ECTO_7000055>	"A exposure event involving the interaction of an exposure receptor to liquefied natural gas."	
<http://purl.obolibrary.org/obo/CHEBI_78804>	"A nematode metabolite produced by Caenorhabditis elegans."	
<http://purl.obolibrary.org/obo/CHEBI_37758>		"Drug_Central:4579 CAS:75-47-8 KEGG:D01910"
<http://purl.obolibrary.org/obo/CHEBI_26345>		
<http://purl.obolibrary.org/obo/UBERON_0016887>	"The part of the conceptus that may be lost before birth or will be discarded at birth, or when the embryo becomes an independent organism."	
<http://purl.obolibrary.org/obo/GO_0019209>	"Binds to and increases the activity of a kinase, an enzyme which catalyzes of the transfer of a phosphate group, usually from ATP, to a substrate molecule."	
<http://purl.obolibrary.org/obo/CHEBI_83426>	"An enamide resulting from the formal condensation of (2E)-3-(4-chlorophenyl)-3-(3,4-dimethoxyphenyl)acrylic acid with the amino group of morpholine. The agricultural fungicide dimethomorph is a mixture of (E)- and (Z)-dimethomorph; only the Z isomer has fungicidal activity."	"PMID:12033804 PMID:23496017 PMID:22902184 PMID:20623489 CAS:113210-97-2 Reaxys:8794474"
<http://purl.obolibrary.org/obo/FOODON_00003060>	"Pita is a family of yeast-leavened round flatbreads baked from wheat flour, common in the Mediterranean, Middle East, and neighboring areas."@en	
<http://purl.obolibrary.org/obo/ECTO_9001326>	"An exposure to 1,5-Naphthalene diisocyanate."	
<http://purl.obolibrary.org/obo/CHEBI_15767>	"A member of the class of chloromethanes that is methane in which two of the hydrogens have been replaced by chlorine. A dense, non-flammible colourless liquid at room temperature (b.p. 40degreeC, d = 1.33) which is immiscible with water, it is widely used as a solvent, a paint stripper, and for the removal of caffeine from coffee and tea."	"Wikipedia:Dichloromethane CAS:75-09-2 Patent:US2792435 PMID:8465711 Patent:US3126419 Reaxys:1730800 KEGG:C02271 UM-BBD_compID:c0233 MetaCyc:CPD-681 PMID:11884241 Patent:US2979541 KEGG:D02330 HMDB:HMDB0031548 Gmelin:1302 Beilstein:1730800 PMID:19091298"
<http://purl.obolibrary.org/obo/FOODON_03306867>	"A food paste or spread made from ground, dry-roasted peanuts."@en	"SUBSET_SIREN:F6867"
<http://purl.obolibrary.org/obo/CHEBI_33970>		
<http://purl.obolibrary.org/obo/ECTO_9001323>	"An exposure to 3,3'-Dimethoxybenzidine-4,4'-diisocyanate."	
<http://purl.obolibrary.org/obo/ECTO_9002118>	"An exposure to pyrethroid ether acaricide."	
<http://purl.obolibrary.org/obo/CHEBI_27207>	"A univalent carboacyl group is a group formed by loss of OH from the carboxy group of a carboxylic acid."	
<http://purl.obolibrary.org/obo/CHEBI_83540>	"A dialkyl phosphate in which the alkyl group specified is perfluorodecyl."	"CAS:678-41-1 Reaxys:11121026"
<http://purl.obolibrary.org/obo/FOODON_00002765>	"A bean pod is a fruit pod from a bean plant"@en	
<http://purl.obolibrary.org/obo/CHEBI_73539>	"Any organonitrogen heterocyclic compound that is a derivative of a naphthyridine."	
